Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes

28,Fri,2019-04-05,20:30 (14:30),Porto,2–0,Boavista,"39,129",Estádio Do Dragão,Rui Costa,Match Report,
28,Sat,2019-04-06,15:30 (09:30),Nacional,0–0,Aves,"2,367",Estádio da Madeira,Jorge de Sousa,Match Report,
28,Sat,2019-04-06,15:30 (09:30),Belenenses,1–1,Santa Clara,"1,509",Estádio Nacional,Carlos Xistra,Match Report,
28,Sat,2019-04-06,18:00 (12:00),Vitória,4–0,Chaves,"12,606",Estádio Dom Afonso Henriques,João Santos Capela,Match Report,
28,Sat,2019-04-06,20:30 (14:30),Moreirense,1–0,Braga,"1,502",P.D. Comendador Joaquim de Almeida Freit...,Artur Soares Dias,Match Report,
28,Sun,2019-04-07,15:00 (09:00),Vitória Setúbal,1–0,Marítimo,"2,702",Estádio do Bonfim,Manuel Oliveira,Match Report,
28,Sun,2019-04-07,17:30 (11:30),Feirense,1–4,Benfica,"5,449",Estádio Marcolino de Castro,João Pinheiro,Match Report,
28,Sun,2019-04-07,20:00 (14:00),Sporting CP,3–0,Rio Ave,"26,198",Estádio José Alvalade,Luís Godinho,Match Report,
28,Mon,2019-04-08,20:15 (14:15),Tondela,3–2,Portimonense,"2,066",Estádio João Cardoso,Tiago Martins,Match Report,

29,Fri,2019-04-12,20:30 (14:30),Chaves,2–2,Belenenses,"4,280",Estádio Municipal Eng. Manuel Branco Tei...,Hélder Malheiro,Match Report,
29,Sat,2019-04-13,14:30 (09:30),Santa Clara,1–1,Moreirense,"1,277",Estádio de São Miguel,António Nobre,Match Report,
29,Sat,2019-04-13,18:00 (12:00),Portimonense,0–3,Porto,"5,989",Estádio do Portimonense SC,Fábio Costa,Match Report,
29,Sat,2019-04-13,20:30 (14:30),Aves,1–3,Sporting CP,"2,895",Estádio Clube Desportivo das Aves,Artur Soares Dias,Match Report,
29,Sun,2019-04-14,15:00 (09:00),Marítimo,2–0,Feirense,"7,331",Estádio dos Barreiros,Vitor Ferreira Fernandes,Match Report,
29,Sun,2019-04-14,15:00 (09:00),Rio Ave,2–1,Vitória,"5,739",Estádio do Rio Ave Futebol Clube,Manuel Oliveira,Match Report,
29,Sun,2019-04-14,17:30 (11:30),Boavista,1–0,Nacional,"16,302",Estádio do Bessa Século XXI,Hugo Miguel,Match Report,
29,Sun,2019-04-14,17:30 (11:30),Braga,3–0,Tondela,"10,636",Estádio Municipal de Braga,Nuno Almeida,Match Report,
29,Sun,2019-04-14,20:00 (14:00),Benfica,4–2,Vitória Setúbal,"56,463",Estádio do Sport Lisboa e Benfica,Rui Costa,Match Report,

30,Fri,2019-04-19,15:30 (09:30),Vitória Setúbal,1–1,Portimonense,"4,167",Estádio do Bonfim,João Pinheiro,Match Report,
30,Fri,2019-04-19,15:30 (09:30),Tondela,1–0,Boavista,"3,398",Estádio João Cardoso,Artur Soares Dias,Match Report,
30,Fri,2019-04-19,18:00 (12:00),Nacional,0–1,Sporting CP,"3,804",Estádio da Madeira,Carlos Xistra,Match Report,
30,Fri,2019-04-19,20:30 (14:30),Vitória,0–2,Aves,"12,024",Estádio Dom Afonso Henriques,Manuel Mota,Match Report,
30,Sat,2019-04-20,15:30 (09:30),Belenenses,1–3,Rio Ave,"1,523",Estádio Nacional,Nuno Almeida,Match Report,
30,Sat,2019-04-20,15:30 (09:30),Moreirense,0–1,Chaves,"1,654",P.D. Comendador Joaquim de Almeida Freit...,Jorge de Sousa,Match Report,
30,Sat,2019-04-20,18:00 (12:00),Feirense,0–2,Braga,"2,157",Estádio Marcolino de Castro,Fábio Costa,Match Report,
30,Sat,2019-04-20,20:30 (14:30),Porto,1–0,Santa Clara,"43,911",Estádio Do Dragão,Manuel Oliveira,Match Report,
30,Mon,2019-04-22,20:15 (14:15),Benfica,6–0,Marítimo,"52,224",Estádio do Sport Lisboa e Benfica,Luís Godinho,Match Report,

31,Fri,2019-04-26,20:30 (14:30),Rio Ave,2–2,Porto,"7,532",Estádio do Rio Ave Futebol Clube,Artur Soares Dias,Match Report,
31,Sat,2019-04-27,14:30 (09:30),Santa Clara,0–0,Vitória Setúbal,"2,417",Estádio de São Miguel,Carlos Xistra,Match Report,
31,Sat,2019-04-27,15:30 (09:30),Portimonense,1–0,Feirense,"2,540",Estádio do Portimonense SC,João Santos Capela,Match Report,
31,Sat,2019-04-27,18:00 (12:00),Sporting CP,2–0,Vitória,"44,107",Estádio José Alvalade,Rui Costa,Match Report,
31,Sat,2019-04-27,20:30 (14:30),Aves,3–0,Belenenses,"2,027",Estádio Clube Desportivo das Aves,Fábio Costa,Match Report,
31,Sun,2019-04-28,15:00 (09:00),Marítimo,2–0,Tondela,"5,873",Estádio dos Barreiros,Hugo Miguel,Match Report,
31,Sun,2019-04-28,15:00 (09:00),Chaves,4–1,Nacional,"4,045",Estádio Municipal Eng. Manuel Branco Tei...,Luís Godinho,Match Report,
31,Sun,2019-04-28,17:30 (11:30),Braga,1–4,Benfica,"24,046",Estádio Municipal de Braga,Tiago Martins,Match Report,
31,Sun,2019-04-28,20:00 (14:00),Boavista,3–1,Moreirense,"12,374",Estádio do Bessa Século XXI,Nuno Almeida,Match Report,

32,Fri,2019-05-03,20:30 (14:30),Moreirense,1–2,Rio Ave,"1,193",P.D. Comendador Joaquim de Almeida Freit...,João Pinto,Match Report,
32,Sat,2019-05-04,15:30 (09:30),Feirense,4–4,Chaves,"2,183",Estádio Marcolino de Castro,Manuel Mota,Match Report,
32,Sat,2019-05-04,15:30 (09:30),Marítimo,1–0,Braga,"5,753",Estádio dos Barreiros,Manuel Oliveira,Match Report,
32,Sat,2019-05-04,18:00 (12:00),Benfica,5–1,Portimonense,"60,677",Estádio do Sport Lisboa e Benfica,Artur Soares Dias,Match Report,
32,Sat,2019-05-04,20:30 (14:30),Porto,4–0,Aves,"40,017",Estádio Do Dragão,Hugo Miguel,Match Report,
32,Sun,2019-05-05,15:00 (09:00),Tondela,1–3,Santa Clara,"3,916",Estádio João Cardoso,João Pinheiro,Match Report,
32,Sun,2019-05-05,17:30 (11:30),Belenenses,1–8,Sporting CP,"5,209",Estádio Nacional,João Santos Capela,Match Report,
32,Sun,2019-05-05,20:00 (14:00),Vitória,2–2,Nacional,"13,753",Estádio Dom Afonso Henriques,Jorge de Sousa,Match Report,
32,Mon,2019-05-06,20:15 (14:15),Vitória Setúbal,0–3,Boavista,"5,830",Estádio do Bonfim,Fábio Costa,Match Report,

33,Fri,2019-05-10,20:30 (14:30),Aves,0–1,Moreirense,"2,468",Estádio Clube Desportivo das Aves,João Santos Capela,Match Report,
33,Sat,2019-05-11,14:30 (09:30),Santa Clara,4–4,Feirense,"3,746",Estádio de São Miguel,João Pinto,Match Report,
33,Sat,2019-05-11,15:30 (09:30),Portimonense,3–2,Marítimo,"2,921",Estádio do Portimonense SC,Cláudio Ruivo Pereira,Match Report,
33,Sat,2019-05-11,18:00 (12:00),Boavista,4–2,Braga,"19,592",Estádio do Bessa Século XXI,André Narciso,Match Report,
33,Sat,2019-05-11,20:30 (14:30),Sporting CP,1–1,Tondela,"41,665",Estádio José Alvalade,Tiago Martins,Match Report,
33,Sun,2019-05-12,15:00 (09:00),Chaves,1–2,Vitória Setúbal,"7,650",Estádio Municipal Eng. Manuel Branco Tei...,Artur Soares Dias,Match Report,
33,Sun,2019-05-12,15:00 (09:00),Vitória,5–1,Belenenses,"14,417",Estádio Dom Afonso Henriques,Hélder Malheiro,Match Report,
33,Sun,2019-05-12,17:30 (11:30),Nacional,0–4,Porto,"4,098",Estádio da Madeira,Carlos Xistra,Match Report,
33,Sun,2019-05-12,20:00 (14:00),Rio Ave,2–3,Benfica,"8,836",Estádio do Rio Ave Futebol Clube,Hugo Miguel,Match Report,

34,Thu,2019-05-16,18:30 (12:30),Belenenses,3–0,Nacional,942,Estádio Nacional,Vitor Ferreira Fernandes,Match Report,
34,Fri,2019-05-17,20:30 (14:30),Braga,2–0,Portimonense,"6,541",Estádio Municipal de Braga,João Santos Capela,Match Report,
34,Sat,2019-05-18,15:30 (09:30),Marítimo,0–1,Boavista,"4,795",Estádio dos Barreiros,João Pinto,Match Report,
34,Sat,2019-05-18,15:30 (09:30),Vitória Setúbal,1–3,Rio Ave,"6,109",Estádio do Bonfim,Cláudio Ruivo Pereira,Match Report,
34,Sat,2019-05-18,15:30 (09:30),Feirense,2–1,Aves,"1,772",Estádio Marcolino de Castro,André Narciso,Match Report,
34,Sat,2019-05-18,18:30 (12:30),Benfica,4–1,Santa Clara,"64,064",Estádio do Sport Lisboa e Benfica,Jorge de Sousa,Match Report,
34,Sat,2019-05-18,18:30 (12:30),Porto,2–1,Sporting CP,"39,808",Estádio Do Dragão,Fábio Costa,Match Report,
34,Sun,2019-05-19,17:30 (11:30),Tondela,5–2,Chaves,"4,985",Estádio João Cardoso,João Pinheiro,Match Report,
34,Sun,2019-05-19,20:00 (14:00),Moreirense,1–3,Vitória,"4,185",P.D. Comendador Joaquim de Almeida Freit...,Carlos Xistra,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
1,Fri,2019-08-09,20:30 (14:30),Portimonense,0–0,Belenenses,"3,486",Estádio do Portimonense SC,Manuel Mota,Match Report,
1,Sat,2019-08-10,15:30 (10:30),Santa Clara,0–2,Famalicão,"1,659",Estádio de São Miguel,Rui Oliveira,Match Report,
1,Sat,2019-08-10,19:00 (13:00),Gil Vicente FC,2–1,Porto,"10,962",Estádio Cidade de Barcelos,Nuno Almeida,Match Report,
1,Sat,2019-08-10,21:30 (15:30),Benfica,5–0,Paços,"62,956",Estádio do Sport Lisboa e Benfica,Manuel Oliveira,Match Report,
1,Sun,2019-08-11,16:00 (10:00),Boavista,2–1,Aves,"6,010",Estádio do Bessa Século XXI,Hélder Malheiro,Match Report,
1,Sun,2019-08-11,18:30 (12:30),Marítimo,1–1,Sporting CP,"9,673",Estádio dos Barreiros,Tiago Martins,Match Report,
1,Sun,2019-08-11,21:00 (15:00),Braga,3–1,Moreirense,"13,223",Estádio Municipal de Braga,Fábio Costa,Match Report,
1,Mon,2019-08-12,20:15 (14:15),Vitória Setúbal,0–0,Tondela,"3,795",Estádio do Bonfim,Vitor Ferreira Fernandes,Match Report,

2,Fri,2019-08-16,20:30 (14:30),Famalicão,1–0,Rio Ave,"4,960",Estádio Municipal 22 de Junho,Rui Costa,Match Report,
2,Sat,2019-08-17,16:30 (10:30),Moreirense,3–0,Gil Vicente FC,"1,792",P.D. Comendador Joaquim de Almeida Freit...,Manuel Oliveira,Match Report,
2,Sat,2019-08-17,19:00 (13:00),Belenenses,0–2,Benfica,"17,821",Estádio Nacional,Fábio Costa,Match Report,
2,Sat,2019-08-17,21:30 (15:30),Porto,4–0,Vitória Setúbal,"38,820",Estádio Do Dragão,Manuel Mota,Match Report,
2,Sun,2019-08-18,16:00 (10:00),Aves,3–1,Marítimo,"1,511",Estádio Clube Desportivo das Aves,Jorge de Sousa,Match Report,
2,Sun,2019-08-18,16:00 (10:00),Paços,0–1,Santa Clara,"3,153",Estádio da Capital do Móvel,André Narciso,Match Report,
2,Sun,2019-08-18,18:30 (12:30),Vitória,1–1,Boavista,"16,765",Estádio Dom Afonso Henriques,Artur Soares Dias,Match Report,
2,Sun,2019-08-18,21:00 (15:00),Sporting CP,2–1,Braga,"35,692",Estádio José Alvalade,Luís Godinho,Match Report,
2,Mon,2019-08-19,20:15 (14:15),Tondela,1–2,Portimonense,"2,955",Estádio João Cardoso,Hugo Miguel,Match Report,

3,Fri,2019-08-23,19:00 (13:00),Vitória Setúbal,0–0,Moreirense,"3,787",Estádio do Bonfim,Iancu Vasilica,Match Report,
3,Fri,2019-08-23,21:15 (15:15),Rio Ave,5–1,Aves,"2,485",Estádio do Rio Ave Futebol Clube,Fábio Costa,Match Report,
3,Sat,2019-08-24,19:00 (13:00),Benfica,0–2,Porto,"62,735",Estádio do Sport Lisboa e Benfica,Jorge de Sousa,Match Report,
3,Sat,2019-08-24,21:30 (15:30),Boavista,1–1,Paços,"6,391",Estádio do Bessa Século XXI,Manuel Mota,Match Report,
3,Sun,2019-08-25,15:00 (10:00),Santa Clara,0–0,Belenenses,"3,525",Estádio de São Miguel,João Pinheiro,Match Report,
3,Sun,2019-08-25,16:00 (10:00),Marítimo,2–3,Tondela,"5,568",Estádio dos Barreiros,André Narciso,Match Report,
3,Sun,2019-08-25,18:30 (12:30),Portimonense,1–3,Sporting CP,"5,634",Estádio do Portimonense SC,Carlos Xistra,Match Report,
3,Sun,2019-08-25,20:30 (14:30),Gil Vicente FC,1–1,Braga,"6,769",Estádio Cidade de Barcelos,Hugo Miguel,Match Report,
3,Sun,2019-08-25,21:00 (15:00),Vitória,1–1,Famalicão,"16,225",Estádio Dom Afonso Henriques,Manuel Oliveira,Match Report,

4,Fri,2019-08-30,19:00 (13:00),Moreirense,1–0,Portimonense,"1,432",P.D. Comendador Joaquim de Almeida Freit...,Gustavo Correia,Match Report,
4,Fri,2019-08-30,21:15 (15:15),Belenenses,0–1,Boavista,"1,213",Estádio Nacional,Hugo Miguel,Match Report,
4,Sat,2019-08-31,16:30 (10:30),Paços,0–1,Marítimo,"1,714",Estádio da Capital do Móvel,Rui Oliveira,Match Report,
4,Sat,2019-08-31,16:30 (10:30),Aves,2–3,Famalicão,"3,573",Estádio Clube Desportivo das Aves,Luís Godinho,Match Report,
4,Sat,2019-08-31,19:00 (13:00),Sporting CP,2–3,Rio Ave,"37,942",Estádio José Alvalade,João Pinheiro,Match Report,
4,Sat,2019-08-31,21:30 (15:30),Gil Vicente FC,0–0,Vitória Setúbal,"3,200",Estádio Cidade de Barcelos,Hélder Malheiro,Match Report,
4,Sun,2019-09-01,16:00 (10:00),Tondela,0–0,Santa Clara,"2,122",Estádio João Cardoso,Manuel Mota,Match Report,
4,Sun,2019-09-01,18:30 (12:30),Porto,3–0,Vitória,"47,711",Estádio Do Dragão,Carlos Xistra,Match Report,
4,Sun,2019-09-01,21:00 (15:00),Braga,0–4,Benfica,"15,499",Estádio Municipal de Braga,Nuno Almeida,Match Report,

1,Sun,2019-09-08,15:00 (09:00),Rio Ave,1–1,Vitória,"2,713",Estádio do Rio Ave Futebol Clube,Hugo Miguel,Match Report,

5,Fri,2019-09-13,20:30 (14:30),Vitória Setúbal,1–0,Braga,"3,527",Estádio do Bonfim,Artur Soares Dias,Match Report,
5,Sat,2019-09-14,16:30 (10:30),Famalicão,4–2,Paços,"4,855",Estádio Municipal 22 de Junho,António Nobre,Match Report,
5,Sat,2019-09-14,19:00 (13:00),Benfica,2–0,Gil Vicente FC,"54,706",Estádio do Sport Lisboa e Benfica,João Pinheiro,Match Report,
5,Sat,2019-09-14,21:30 (15:30),Vitória,5–1,Aves,"14,529",Estádio Dom Afonso Henriques,Nuno Almeida,Match Report,
5,Sun,2019-09-15,15:00 (10:00),Santa Clara,2–0,Moreirense,"2,248",Estádio de São Miguel,Hélder Malheiro,Match Report,
5,Sun,2019-09-15,16:00 (10:00),Marítimo,1–3,Belenenses,"5,551",Estádio dos Barreiros,João Bento,Match Report,
5,Sun,2019-09-15,16:00 (10:00),Rio Ave,2–4,Tondela,"2,103",Estádio do Rio Ave Futebol Clube,Rui Oliveira,Match Report,
5,Sun,2019-09-15,18:00 (12:00),Portimonense,2–3,Porto,"5,499",Estádio do Portimonense SC,Rui Costa,Match Report,
5,Sun,2019-09-15,20:00 (14:00),Boavista,1–1,Sporting CP,"12,314",Estádio do Bessa Século XXI,Jorge de Sousa,Match Report,

6,Fri,2019-09-20,20:30 (14:30),Paços,2–1,Aves,"2,239",Estádio da Capital do Móvel,Cláudio Ruivo Pereira,Match Report,
6,Sat,2019-09-21,18:00 (12:00),Belenenses,0–2,Rio Ave,821,Estádio Nacional,André Narciso,Match Report,
6,Sat,2019-09-21,20:30 (14:30),Moreirense,1–2,Benfica,"4,220",P.D. Comendador Joaquim de Almeida Freit...,Artur Soares Dias,Match Report,
6,Sun,2019-09-22,15:30 (09:30),Gil Vicente FC,0–0,Boavista,"3,885",Estádio Cidade de Barcelos,Fábio Costa,Match Report,
6,Sun,2019-09-22,18:00 (12:00),Tondela,1–3,Vitória,"3,178",Estádio João Cardoso,Hélder Malheiro,Match Report,
6,Sun,2019-09-22,18:00 (12:00),Vitória Setúbal,0–0,Portimonense,"4,833",Estádio do Bonfim,João Pinheiro,Match Report,
6,Sun,2019-09-22,20:30 (14:30),Porto,2–0,Santa Clara,"36,120",Estádio Do Dragão,Luís Godinho,Match Report,
6,Mon,2019-09-23,19:00 (13:00),Braga,2–2,Marítimo,"8,184",Estádio Municipal de Braga,Manuel Oliveira,Match Report,
6,Mon,2019-09-23,21:00 (15:00),Sporting CP,1–2,Famalicão,"28,576",Estádio José Alvalade,Hugo Miguel,Match Report,

7,Fri,2019-09-27,20:30 (14:30),Boavista,0–0,Tondela,"14,225",Estádio do Bessa Século XXI,Vitor Ferreira Fernandes,Match Report,
7,Sat,2019-09-28,16:30 (10:30),Marítimo,2–1,Moreirense,"5,380",Estádio dos Barreiros,Rui Costa,Match Report,
7,Sat,2019-09-28,19:00 (13:00),Benfica,1–0,Vitória Setúbal,"53,115",Estádio do Sport Lisboa e Benfica,Tiago Martins,Match Report,
7,Sat,2019-09-28,21:30 (15:30),Famalicão,3–1,Belenenses,"4,873",Estádio Municipal 22 de Junho,Iancu Vasilica,Match Report,
7,Sun,2019-09-29,15:00 (10:00),Santa Clara,1–0,Gil Vicente FC,"1,973",Estádio de São Miguel,João Bento,Match Report,
7,Sun,2019-09-29,16:00 (10:00),Vitória,1–0,Paços,"18,154",Estádio Dom Afonso Henriques,André Narciso,Match Report,
7,Sun,2019-09-29,18:00 (12:00),Portimonense,0–1,Braga,"3,430",Estádio do Portimonense SC,Hugo Miguel,Match Report,
7,Sun,2019-09-29,20:00 (14:00),Rio Ave,0–1,Porto,"4,411",Estádio do Rio Ave Futebol Clube,Nuno Almeida,Match Report,
7,Mon,2019-09-30,20:15 (14:15),Aves,0–1,Sporting CP,"2,850",Estádio Clube Desportivo das Aves,Carlos Xistra,Match Report,

9,Sat,2019-10-05,15:30 (09:30),Aves,0–1,Tondela,"1,336",Estádio Clube Desportivo das Aves,João Pinheiro,Match Report,

8,Fri,2019-10-25,20:30 (14:30),Paços,0–0,Rio Ave,"2,095",Estádio da Capital do Móvel,Tiago Martins,Match Report,
8,Sat,2019-10-26,15:30 (09:30),Gil Vicente FC,1–1,Portimonense,"2,628",Estádio Cidade de Barcelos,Gustavo Correia,Match Report,
8,Sat,2019-10-26,15:30 (09:30),Belenenses,3–2,Aves,"2,109",Estádio Nacional,Cláudio Ruivo Pereira,Match Report,
8,Sat,2019-10-26,18:00 (12:00),Vitória Setúbal,0–0,Marítimo,"4,466",Estádio do Bonfim,Vitor Ferreira Fernandes,Match Report,
8,Sat,2019-10-26,20:30 (14:30),Moreirense,1–1,Boavista,"2,060",P.D. Comendador Joaquim de Almeida Freit...,Hélder Malheiro,Match Report,
8,Sun,2019-10-27,15:00 (10:00),Tondela,0–1,Benfica,"4,705",Estádio João Cardoso,Hugo Miguel,Match Report,
8,Sun,2019-10-27,17:30 (12:30),Porto,3–0,Famalicão,"47,807",Estádio Do Dragão,Fábio Costa,Match Report,
8,Sun,2019-10-27,20:00 (15:00),Sporting CP,3–1,Vitória,"28,135",Estádio José Alvalade,Artur Soares Dias,Match Report,
8,Mon,2019-10-28,20:15 (15:15),Braga,2–0,Santa Clara,"6,785",Estádio Municipal de Braga,Rui Costa,Match Report,

9,Wed,2019-10-30,17:00 (12:00),Rio Ave,1–1,Moreirense,"1,387",Estádio do Rio Ave Futebol Clube,António Nobre,Match Report,
9,Wed,2019-10-30,18:45 (13:45),Marítimo,1–1,Porto,"9,381",Estádio dos Barreiros,Jorge de Sousa,Match Report,
9,Wed,2019-10-30,20:00 (15:00),Vitória,5–0,Belenenses,"11,346",Estádio Dom Afonso Henriques,Rui Oliveira,Match Report,
9,Wed,2019-10-30,20:15 (15:15),Benfica,4–0,Portimonense,"42,037",Estádio do Sport Lisboa e Benfica,Manuel Mota,Match Report,
9,Wed,2019-10-30,21:00 (16:00),Famalicão,2–1,Gil Vicente FC,"3,375",Estádio Municipal 22 de Junho,Cláudio Ruivo Pereira,Match Report,
9,Thu,2019-10-31,19:45 (14:45),Paços,1–2,Sporting CP,"2,901",Estádio da Capital do Móvel,Rui Costa,Match Report,
9,Thu,2019-10-31,19:15 (15:15),Santa Clara,1–1,Vitória Setúbal,"1,632",Estádio de São Miguel,Iancu Vasilica,Match Report,
9,Thu,2019-10-31,20:15 (15:15),Boavista,2–0,Braga,"8,452",Estádio do Bessa Século XXI,Tiago Martins,Match Report,

10,Sat,2019-11-02,18:00 (13:00),Benfica,2–0,Rio Ave,"53,579",Estádio do Sport Lisboa e Benfica,Carlos Xistra,Match Report,
10,Sat,2019-11-02,20:30 (15:30),Moreirense,1–1,Vitória,"3,369",P.D. Comendador Joaquim de Almeida Freit...,João Pinheiro,Match Report,
10,Sun,2019-11-03,15:00 (09:00),Gil Vicente FC,2–0,Marítimo,"2,479",Estádio Cidade de Barcelos,Tiago Martins,Match Report,
10,Sun,2019-11-03,17:30 (11:30),Tondela,1–0,Sporting CP,"4,096",Estádio João Cardoso,Fábio Costa,Match Report,
10,Sun,2019-11-03,20:00 (14:00),Porto,1–0,Aves,"29,205",Estádio Do Dragão,Hélder Malheiro,Match Report,
10,Sun,2019-11-03,20:15 (14:15),Braga,2–2,Famalicão,"9,285",Estádio Municipal de Braga,Jorge de Sousa,Match Report,
10,Mon,2019-11-04,19:00 (13:00),Belenenses,1–0,Paços,"1,070",Estádio Nacional,João Bento,Match Report,
10,Mon,2019-11-04,21:00 (15:00),Vitória Setúbal,1–0,Boavista,"2,681",Estádio do Bonfim,Artur Soares Dias,Match Report,
10,Mon,2019-11-04,21:00 (15:00),Portimonense,1–1,Santa Clara,"2,266",Estádio do Portimonense SC,Manuel Oliveira,Match Report,

11,Fri,2019-11-08,20:30 (14:30),Aves,1–2,Gil Vicente FC,"1,281",Estádio Clube Desportivo das Aves,Rui Costa,Match Report,
11,Sat,2019-11-09,15:30 (09:30),Rio Ave,1–0,Vitória Setúbal,"1,740",Estádio do Rio Ave Futebol Clube,João Pinheiro,Match Report,
11,Sat,2019-11-09,17:00 (12:00),Santa Clara,1–2,Benfica,"8,309",Estádio de São Miguel,Artur Soares Dias,Match Report,
11,Sat,2019-11-09,20:30 (14:30),Famalicão,3–3,Moreirense,"3,912",Estádio Municipal 22 de Junho,Tiago Martins,Match Report,
11,Sun,2019-11-10,15:00 (09:00),Paços,1–0,Tondela,"2,041",Estádio da Capital do Móvel,António Nobre,Match Report,
11,Sun,2019-11-10,15:00 (09:00),Marítimo,1–1,Portimonense,"4,816",Estádio dos Barreiros,André Narciso,Match Report,
11,Sun,2019-11-10,18:30 (12:30),Sporting CP,2–0,Belenenses,"27,102",Estádio José Alvalade,Manuel Oliveira,Match Report,
11,Sun,2019-11-10,20:00 (14:00),Vitória,0–2,Braga,"24,429",Estádio Dom Afonso Henriques,Hugo Miguel,Match Report,
11,Sun,2019-11-10,21:00 (15:00),Boavista,0–1,Porto,"16,514",Estádio do Bessa Século XXI,Nuno Almeida,Match Report,

12,Fri,2019-11-29,19:30 (14:30),Santa Clara,1–2,Boavista,"2,022",Estádio de São Miguel,Rui Oliveira,Match Report,
12,Sat,2019-11-30,15:30 (09:30),Moreirense,3–2,Aves,"1,869",P.D. Comendador Joaquim de Almeida Freit...,Manuel Mota,Match Report,
12,Sat,2019-11-30,18:00 (12:00),Benfica,4–0,Marítimo,"52,772",Estádio do Sport Lisboa e Benfica,Fábio Veríssimo,Match Report,
12,Sat,2019-11-30,20:30 (14:30),Portimonense,2–1,Famalicão,"2,714",Estádio do Portimonense SC,Iancu Vasilica,Match Report,
12,Sun,2019-12-01,15:00 (09:00),Tondela,0–1,Belenenses,"1,413",Estádio João Cardoso,Rui Costa,Match Report,
12,Sun,2019-12-01,17:30 (11:30),Vitória Setúbal,1–1,Vitória,"3,648",Estádio do Bonfim,Manuel Oliveira,Match Report,
12,Sun,2019-12-01,20:00 (14:00),Gil Vicente FC,3–1,Sporting CP,"7,009",Estádio Cidade de Barcelos,Hugo Miguel,Match Report,
12,Mon,2019-12-02,18:45 (12:45),Braga,2–0,Rio Ave,"7,274",Estádio Municipal de Braga,Nuno Almeida,Match Report,
12,Mon,2019-12-02,20:45 (14:45),Porto,2–0,Paços,"26,215",Estádio Do Dragão,Tiago Martins,Match Report,

13,Fri,2019-12-06,20:30 (14:30),Boavista,1–4,Benfica,"18,044",Estádio do Bessa Século XXI,Jorge de Sousa,Match Report,
13,Sat,2019-12-07,15:00 (09:00),Marítimo,2–2,Santa Clara,"3,757",Estádio dos Barreiros,André Narciso,Match Report,
13,Sat,2019-12-07,18:00 (12:00),Famalicão,2–3,Tondela,"4,021",Estádio Municipal 22 de Junho,João Bento,Match Report,
13,Sat,2019-12-07,20:30 (14:30),Aves,1–0,Braga,"1,632",Estádio Clube Desportivo das Aves,Rui Costa,Match Report,
13,Sun,2019-12-08,15:00 (09:00),Vitória,2–0,Portimonense,"14,913",Estádio Dom Afonso Henriques,Nuno Almeida,Match Report,
13,Sun,2019-12-08,15:00 (09:00),Paços,2–3,Vitória Setúbal,"1,757",Estádio da Capital do Móvel,António Nobre,Match Report,
13,Sun,2019-12-08,17:30 (11:30),Sporting CP,1–0,Moreirense,"26,093",Estádio José Alvalade,Artur Soares Dias,Match Report,
13,Sun,2019-12-08,20:00 (14:00),Belenenses,1–1,Porto,"5,153",Estádio Nacional,João Pinheiro,Match Report,
13,Mon,2019-12-09,20:15 (14:15),Rio Ave,1–0,Gil Vicente FC,"2,350",Estádio do Rio Ave Futebol Clube,Manuel Oliveira,Match Report,

14,Fri,2019-12-13,20:30 (14:30),Portimonense,1–1,Rio Ave,"1,973",Estádio do Portimonense SC,Artur Soares Dias,Match Report,
14,Sat,2019-12-14,15:30 (09:30),Marítimo,1–0,Boavista,"4,670",Estádio dos Barreiros,João Pinheiro,Match Report,
14,Sat,2019-12-14,18:00 (12:00),Benfica,4–0,Famalicão,"51,721",Estádio do Sport Lisboa e Benfica,Rui Costa,Match Report,
14,Sat,2019-12-14,20:30 (14:30),Vitória Setúbal,1–0,Aves,"3,535",Estádio do Bonfim,Vitor Ferreira Fernandes,Match Report,
14,Sun,2019-12-15,15:00 (09:00),Moreirense,2–1,Belenenses,943,P.D. Comendador Joaquim de Almeida Freit...,Gustavo Correia,Match Report,
14,Sun,2019-12-15,17:30 (11:30),Gil Vicente FC,2–2,Vitória,"4,154",Estádio Cidade de Barcelos,Carlos Xistra,Match Report,
14,Sun,2019-12-15,20:00 (14:00),Braga,0–1,Paços,"5,909",Estádio Municipal de Braga,Fábio Veríssimo,Match Report,
14,Mon,2019-12-16,18:00 (13:00),Santa Clara,0–4,Sporting CP,"5,282",Estádio de São Miguel,Manuel Mota,Match Report,
14,Mon,2019-12-16,20:15 (14:15),Porto,3–0,Tondela,"19,829",Estádio Do Dragão,Manuel Oliveira,Match Report,

15,Sat,2020-01-04,15:30 (09:30),Boavista,1–1,Portimonense,"9,366",Estádio do Bessa Século XXI,Manuel Mota,Match Report,
15,Sat,2020-01-04,15:30 (09:30),Aves,0–1,Santa Clara,"1,257",Estádio Clube Desportivo das Aves,Iancu Vasilica,Match Report,
15,Sat,2020-01-04,18:00 (12:00),Belenenses,1–7,Braga,"3,190",Estádio Nacional,Tiago Martins,Match Report,
15,Sat,2020-01-04,20:30 (14:30),Vitória,0–1,Benfica,"27,291",Estádio Dom Afonso Henriques,Nuno Almeida,Match Report,
